RA,Dec,U_MAG_COG,R_MAG_COG,U_MAGERR_COG,R_MAGERR_COG,U_MAG_APAUTO,R_MAG_APAUTO,U_MAGERR_APAUTO,R_MAGERR_APAUTO,U_IQ,R_IQ,R_A_WORLD,R_B_WORLD,R_THETA_J2000,R_ISOAREA_IMAGE,R_MU_MAX,R_FLUX_RADIUS,U_FLAGS,R_FLAGS,R_MAG_2ARC,R_MAGERR_2ARC,U_MAGLIM_2ARC,R_MAGLIM_2ARC,U_MAGLIM_APAUTO,R_MAGLIM_APAUTO,U_MAGLIM_COG,R_MAGLIM_COG,R_MAG_APER_5,R_MAG_APER_10,R_MAG_APER_15,R_MAG_APER_20,g_wrp_kron,r_wrp_kron,i_wrp_kron,y_wrp_kron,z_wrp_kron,g_wrp_kron_err,r_wrp_kron_err,i_wrp_kron_err,y_wrp_kron_err,z_wrp_kron_err,g_wrp_psf,r_wrp_psf,i_wrp_psf,y_wrp_psf,z_wrp_psf,g_wrp_psf_err,r_wrp_psf_err,i_wrp_psf_err,y_wrp_psf_err,z_wrp_psf_err,GC_Prob
191.0955588,32.5982719,21.9636419,20.48300347,0.012,0.002,21.9686419,20.47900347,0.041,0.006,0.7792,0.5882,0.000116551,0.000114478,-51.19,158,19.8184,1.94,0,0,20.54000347,0.005,24.532,24.983,23.607,24.536,24.722,25.712,20.93530347,20.55020347,20.45970347,20.43030347,21.18344657,20.56699347,20.33853948,20.29019593,20.31253939,0.06830704,0.027920658,0.032779373,0.1328801,0.069702856,20.96242357,20.44496647,20.20500048,20.02493693,20.21608239,0.03275805,0.008819013,0.014775292,0.07695875,0.020347714,0.37508049
191.0873391,32.664964,23.76651516,22.01485707,0.057,0.008,23.52851516,22.00985707,0.165,0.022,0.7792,0.5882,0.000106301,9.96E-05,-54.46,78,21.4442,1.953,0,0,22.07585707,0.017,24.532,24.983,23.607,24.536,24.722,25.712,22.48165707,22.08515707,22.01255707,22.01145707,22.35201243,22.16003307,21.80429628,21.0846441,22.02545274,0.1564273,0.12064843,0.1295555,0.37546822,0.18553413,22.60421043,22.01092107,21.75150628,21.4077891,21.57199174,0.10893183,0.06142272,0.062451128,0.22282837,0.0884737,0.342111362
190.8950599,32.3095918,22.72669538,21.01195422,0.032,0.003,22.75569538,21.01995422,0.107,0.009,0.6845,0.6234,0.000112676,0.000108359,68.91,122,20.3216,1.903,0,0,21.07795422,0.006,24.198,24.989,23.273,24.459,24.595,25.651,21.45865422,21.08815422,21.00965422,21.00255422,21.67179486,21.05854322,20.95069558,20.63386476,21.12983643,0.12792234,0.049245145,0.051640473,0.18055676,0.20096514,21.55947986,20.96400522,20.81053758,20.72515976,20.64982443,0.055358957,0.036615152,0.02792523,0.11652371,0.071242765,0.233225814
191.0140264,32.4837212,22.34726043,21.00979785,0.016,0.003,22.40526043,21.00579785,0.057,0.009,0.72,0.5882,0.000112452,0.000107236,-22.95,124,20.3172,1.856,0,0,21.06879785,0.007,24.542,24.983,23.617,24.536,24.732,25.712,21.43479785,21.07889785,20.99919785,20.98129785,21.56494133,21.15708885,20.96409903,21.00085728,20.80398574,0.10041527,0.08049465,0.048553083,0.2713152,0.05558088,21.37037333,21.01305585,20.87996103,20.61257228,20.86313074,0.038876493,0.028332977,0.03426847,0.0747728,0.044241447,0.002444115
190.7341491,32.2778748,23.07509543,21.49009177,0.031,0.005,23.02009543,21.50609177,0.101,0.014,0.7203,0.6234,0.000108526,0.000103746,-37.37,96,20.7888,1.918,0,0,21.55509177,0.01,24.556,24.989,23.631,24.459,24.897,25.651,21.93739177,21.56539177,21.48169177,21.46179177,22.17544818,21.64431977,21.5271621,21.31563539,22.03734473,0.12952465,0.0754372,0.09740274,0.253176,0.22837146,21.95790718,21.48204177,21.3615931,21.13098239,21.47631173,0.056140874,0.054555275,0.046371404,0.12563188,0.101994805,0.095514364
190.7020781,32.3172639,22.93426772,21.53410656,0.035,0.005,23.04126772,21.50910656,0.135,0.014,0.7254,0.6234,0.000124687,0.00011387,-68.68,121,21.03,2.137,0,0,21.60610656,0.01,24.198,24.989,23.364,24.459,24.585,25.651,22.07840656,21.62070656,21.48390656,21.46450656,22.14620304,21.73790656,21.37419956,21.62656932,21.16414117,0.14343177,0.097085774,0.08969406,0.30790678,0.13163783,22.01967504,21.63910856,21.41155656,21.31328032,21.25294117,0.0727645,0.056348465,0.040343497,0.12928122,0.08683584,0.090948365
190.7454159,32.3786861,23.81924891,22.0664793,0.093,0.008,24.88324891,22.0684793,0.837,0.024,0.728,0.6234,0.000106889,0.000103716,-9.85,84,21.4575,1.932,0,0,22.1314793,0.016,24.161,24.989,23.236,24.459,24.351,25.651,22.5414793,22.1408793,22.0597793,22.0489793,22.68902281,22.3318913,21.94719123,20.67928747,21.21189572,0.14677526,0.11912392,0.13759254,0.3533151,0.27186856,22.64813681,22.1378033,21.87174023,21.34668747,21.77920872,0.067732565,0.06593792,0.03276424,0.16897146,0.16507377,0.79502998
190.3838029,32.1243048,23.92601918,21.97935547,0.077,0.006,23.87901918,21.97235547,0.259,0.019,0.7274,0.6707,0.000111994,0.000107303,88.47,92,21.4482,2.068,1,3,22.07135547,0.012,24.417,25.161,23.698,24.52,24.944,25.566,22.53305547,22.08405547,21.96685547,21.83965547,22.44826581,22.19402047,22.10240244,21.19302527,22.87290328,0.112124324,0.09901766,0.12365182,0.33879867,0.5831491,22.72271181,22.10512547,21.91383044,21.29399827,22.04264428,0.11705267,0.061278667,0.08278326,0.114118196,0.15846036,0.192083149
190.3887997,32.127652,22.71608136,21.11538898,0.026,0.003,22.74408136,21.12738898,0.091,0.009,0.7274,0.6707,0.000118389,0.000113976,-89.68,138,20.5879,2.075,0,0,21.21038898,0.006,24.417,25.161,23.698,24.52,24.944,25.566,21.65338898,21.22278898,21.11858898,21.08178898,21.67858126,21.23928698,21.16026666,20.91780502,20.9741928,0.05927533,0.046895307,0.058754835,0.23084737,0.08211973,21.60066026,21.12110598,20.96174666,20.63306202,20.9078638,0.030812068,0.01851527,0.035808623,0.103044614,0.057817575,0.252154989
190.4962067,32.1316986,22.7852442,21.19809388,0.027,0.004,22.7472442,21.19209388,0.09,0.011,0.7274,0.6234,0.000113728,0.000109379,-18.56,118,20.6197,1.952,0,0,21.26609388,0.008,24.417,24.989,23.698,24.459,24.944,25.651,21.67559388,21.27729388,21.18019388,21.10729388,21.97456272,21.38048388,21.03981078,20.67015336,21.15544416,0.078562655,0.042777248,0.06679017,0.21304816,0.10094312,21.73284872,21.21451988,21.07312078,20.88941036,21.09172316,0.04369658,0.017847698,0.025955096,0.096887864,0.075523175,0.25721533
190.3794298,32.1319656,24.23288385,22.70028251,0.103,0.013,23.69888385,22.70928251,0.223,0.04,0.7274,0.6474,0.000107931,0.0001066,8.45,71,22.424,2.307,0,0,22.78228251,0.026,24.417,25.051,23.698,24.497,24.944,25.655,23.34368251,22.80178251,22.73288251,22.90608251,22.96742035,22.48838151,22.4106129,20.53143198,22.09833795,0.18735705,0.16571195,0.17213349,0.28249598,0.14599608,23.06950435,22.71287651,22.3607099,21.67688498,21.90854895,0.15167163,0.12562303,0.07297837,0.11879677,0.079612724,0.034405877
190.4060924,32.1422084,23.85940106,21.90956132,0.073,0.005,23.64140106,21.89056132,0.208,0.017,0.7274,0.6438,0.000114563,0.000112157,50.43,111,21.3688,2.092,0,0,21.98756132,0.011,24.417,25.19,23.698,24.634,24.944,25.688,22.44426132,22.00246132,21.87006132,21.85426132,22.74600136,22.03268532,22.06312905,20.43390202,21.58860906,0.20300275,0.10340183,0.16225746,0.18816909,0.19224778,22.55768736,21.94935332,21.69031505,20.79077402,21.37474306,0.08200622,0.0926971,0.07468263,0.3038457,0.21229161,0.157832635
190.5138738,32.152944,23.92157439,22.42281092,0.075,0.011,23.97657439,22.43381092,0.276,0.033,0.7274,0.6234,0.000106378,9.62E-05,38.98,68,21.7931,1.939,0,0,22.48581092,0.022,24.417,24.989,23.698,24.459,24.944,25.651,22.89201092,22.49931092,22.42601092,22.41301092,22.5519492,22.62185692,22.79012452,20.19685938,22.28952449,0.22571822,0.1230516,0.23153405,0.3002834,0.317542,22.8119382,22.50031092,22.32323452,21.31661238,22.08891949,0.118894316,0.0503696,0.06660818,0.19890787,0.10434035,0.002756916
190.2161664,32.159726,22.75460149,21.25659127,0.026,0.004,22.75060149,21.26559127,0.089,0.011,0.7274,0.6474,0.000116839,0.000110717,84.1,119,20.6786,2.032,0,0,21.33659127,0.007,24.417,25.051,23.698,24.497,24.944,25.655,21.75659127,21.34769127,21.26519127,21.29069127,21.90706515,21.51292227,21.35505602,21.04013708,21.19614287,0.07827683,0.048951507,0.086223125,0.11791618,0.16418807,21.74584815,21.28199127,21.15108002,20.69198908,21.13986987,0.05393454,0.028054265,0.03549347,0.08629709,0.060850702,0.090846367
190.3946855,32.1610979,22.98965304,21.6181581,0.033,0.005,22.98165304,21.6381581,0.113,0.015,0.7274,0.6474,0.000111354,0.000105637,55.81,103,20.9588,1.963,0,0,21.6951581,0.011,24.417,25.051,23.698,24.497,24.944,25.655,22.1083581,21.7079581,21.6313581,21.6196581,22.15315051,21.9215741,21.67529971,20.6953295,21.68104818,0.102714546,0.11619199,0.060296524,0.23154394,0.326755,22.01112751,21.6299921,21.45187671,20.8609835,21.41142318,0.03901616,0.05379733,0.055312406,0.08043233,0.14730465,0.038925004
190.1846955,32.1652971,23.93201005,22.44573342,0.075,0.011,24.62401005,22.46573342,0.499,0.036,0.7274,0.6451,0.000102019,0.00010059,62.34,69,21.7771,2.024,0,0,22.51573342,0.023,24.417,24.939,23.698,24.384,24.944,25.61,22.96493342,22.52823342,22.47923342,22.53643342,23.18316111,22.83901442,22.30184971,20.47407187,21.25864771,0.14122422,0.263825,0.2147825,0.29685426,0.24693052,23.06117511,22.44924942,22.44571971,21.29062887,21.57939071,0.13618574,0.09363634,0.103767365,0.2455509,0.28908125,0.001624371
190.2082901,32.1833842,22.07585383,20.46118825,0.014,0.002,22.01985383,20.45218825,0.046,0.005,0.7274,0.6474,0.000123745,0.000120219,74.19,187,19.8809,2.046,0,2,20.54118825,0.004,24.417,25.051,23.698,24.497,24.944,25.655,20.97688825,20.55268825,20.44338825,20.38888825,21.00867458,20.54590025,20.40459881,20.11129265,20.27530011,0.051749095,0.028613746,0.036720704,0.09338949,0.05223596,20.87637458,20.48333125,20.32222581,20.06512765,20.23510411,0.028735366,0.023296602,0.017935706,0.038242925,0.031321995,0.020260109
190.4919614,32.2417599,22.70703384,21.40759762,0.025,0.004,22.62203384,21.40859762,0.08,0.013,0.7274,0.6234,0.000108248,0.000107034,89.84,101,20.7403,1.921,0,3,21.47559762,0.009,24.417,24.989,23.698,24.459,24.944,25.651,21.86869762,21.48369762,21.39819762,21.37529762,21.87371339,21.33105562,21.31914654,21.15636215,20.70884533,0.06286244,0.08605407,0.09694563,0.14969693,0.18438196,21.79801039,21.36337362,21.32832454,21.04988015,21.18942333,0.037571754,0.032058544,0.03704805,0.10807431,0.055504315,0.000373935
190.6005769,32.2392477,23.19741044,21.85233966,0.04,0.006,23.04541044,21.81733966,0.122,0.019,0.7274,0.6234,0.000118711,0.000111264,28.89,100,21.4551,2.27,0,0,21.92333966,0.013,24.417,24.989,23.698,24.459,24.944,25.651,22.45893966,21.94153966,21.79503966,21.76033966,22.36246102,22.00727366,21.48980561,25.35047693,21.95912648,0.14226739,0.07510145,0.119862705,23.51227,0.1898397,22.20771902,21.99326666,21.63978261,21.60824693,21.69353748,0.07515514,0.0651366,0.06655486,0.23637925,0.070311666,0.00011965
190.1610076,32.2453817,22.54983601,20.78079577,0.022,0.003,22.51483601,20.77879577,0.073,0.008,0.7274,0.6451,0.000119129,0.000115509,88.28,146,20.1855,2.033,0,0,20.85879577,0.006,24.417,24.939,23.698,24.384,24.944,25.61,21.29319577,20.87109577,20.77189577,20.74049577,21.49016028,20.88834077,20.83910147,20.48720322,20.84202965,0.034516267,0.043219335,0.04654633,0.13379303,0.10096889,21.31631828,20.78237977,20.63239147,20.37212322,20.57876465,0.020065831,0.022428602,0.019979285,0.07374158,0.03632236,0.207983468
190.5448264,31.9786503,21.84004246,19.84536801,0.013,0.001,21.80204246,19.84236801,0.039,0.004,0.6938,0.6474,0.000124481,0.000122899,89.11,216,19.3105,2.063,0,0,19.92536801,0.003,24.421,24.899,23.496,24.334,24.844,25.529,20.36436801,19.93726801,19.83416801,19.81516801,20.46691295,19.96741801,19.76496413,19.69108716,19.73116521,0.016518908,0.032630038,0.033351365,0.101145245,0.046238407,20.38993395,19.84004301,19.66618213,19.61988216,19.59114721,0.016817031,0.009151573,0.01619174,0.063485056,0.018070342,0.043725508
190.5758123,32.0064783,22.16391872,20.47591844,0.015,0.002,22.16991872,20.48791844,0.05,0.006,0.6938,0.6474,0.000117628,0.000115118,61.43,154,19.8457,2.004,0,0,20.55491844,0.005,24.421,24.899,23.496,24.334,24.844,25.529,20.97681844,20.56601844,20.47851844,20.47831844,21.1888181,20.54813844,20.48458223,20.3393609,20.11366218,0.032847524,0.04116344,0.034795344,0.12706013,0.058403496,20.9943891,20.45683544,20.33817423,20.0441229,20.15864318,0.016830286,0.011630626,0.024111742,0.12740488,0.025593273,0.077598572
190.7103882,32.0124357,23.80604205,22.25260205,0.065,0.012,23.86004205,22.27160205,0.234,0.036,0.6938,0.6765,0.000110651,0.000102745,80.08,76,21.8187,2.17,0,0,22.34860205,0.025,24.421,24.91,23.496,24.314,24.844,25.468,22.85130205,22.36480205,22.26910205,22.09920205,22.80520779,22.44111805,22.2124186,20.22914523,21.49349077,0.17301905,0.12217899,0.2460264,0.48093757,0.11886342,22.57643479,22.14774905,22.0465606,21.26647223,22.53372277,0.06116,0.07672659,0.114125706,0.1414903,0.24876255,0.015335918
190.4159836,32.0231981,24.4053269,22.49013847,0.118,0.013,24.7133269,22.50813847,0.541,0.041,0.6938,0.6474,0.000101931,9.76E-05,31.57,65,21.9156,1.982,0,0,22.56813847,0.027,24.421,24.899,23.496,24.334,24.844,25.529,23.00823847,22.57783847,22.52193847,22.39333847,22.88464116,22.80678447,22.37036066,20.08727432,22.2289498,0.20002355,0.19900313,0.14550233,0.40373978,1.091506,22.94319316,22.47497647,22.19420366,20.94398932,21.8310378,0.1356534,0.08435508,0.08687778,0.36826918,0.20498401,0.369351166
190.4976291,32.0598892,23.15225921,21.76556293,0.038,0.006,23.15425921,21.77856293,0.128,0.02,0.6938,0.6474,0.000106885,0.0001054,35.55,86,21.1816,1.978,0,0,21.84656293,0.013,24.421,24.899,23.496,24.334,24.844,25.529,22.26076293,21.85856293,21.79796293,21.82316293,22.28192022,21.79019693,21.80880095,21.3647938,21.50725669,0.09585143,0.06613988,0.08937082,0.81593966,0.2824627,22.18523722,21.71418193,21.70964595,21.5004338,21.58042669,0.05905847,0.03554181,0.047858935,0.26799956,0.0656071,0.000239356
190.2837616,32.0093587,24.06992549,22.55400018,0.079,0.012,24.32192549,22.58600018,0.34,0.041,0.7043,0.665,0.000103887,0.000100069,44.11,65,21.9272,2.005,0,0,22.63500018,0.025,24.425,24.945,23.489,24.334,25.013,25.511,23.08240018,22.64330018,22.60020018,22.60750018,22.90532477,22.66435918,22.52664364,20.96884934,23.0326791,0.17180781,0.137533,0.27931523,0.51570916,0.97512156,22.94446277,22.58934318,22.43908064,21.62948334,22.2767581,0.11300758,0.085263506,0.08933134,0.3059247,0.15081368,0.007422066
190.2804074,32.0134412,23.47872326,21.66689117,0.046,0.007,23.36672326,21.66389117,0.142,0.02,0.7043,0.633,0.000109657,0.000101065,73.4,88,21.0538,1.961,0,0,21.74089117,0.014,24.425,24.719,23.489,24.193,25.013,25.348,22.15169117,21.75209117,21.65129117,21.56439117,22.7859632,21.90232517,21.77791412,21.2509801,21.76031385,0.17652841,0.097989075,0.09518114,0.259949,0.15874344,22.3530332,21.72059817,21.49884012,21.0681221,21.38856785,0.08764523,0.038162284,0.03497995,0.13578293,0.0631626,0.191419404
190.6039274,32.0087296,23.13071813,21.62734935,0.03,0.006,23.23171813,21.62134935,0.111,0.017,0.6883,0.6474,0.00011558,0.000108384,-47.29,106,20.9999,2.05,0,0,21.70734935,0.012,24.557,24.899,23.651,24.334,25.093,25.529,22.15434935,21.72144935,21.61024935,21.57914935,22.172017,21.88902135,21.58630776,20.56618544,21.66584137,0.12376568,0.07367385,0.10352822,0.2859874,0.24624646,22.078605,21.71514535,21.54783276,21.02467744,21.60538037,0.07972697,0.033260256,0.051880796,0.15051953,0.1310156,0.019684379
190.6293124,32.0306618,22.30141016,21.00226143,0.014,0.004,22.30641016,20.99526143,0.047,0.013,0.6883,0.6563,0.000112757,0.00010821,-37.55,110,20.4201,2.042,0,0,21.08426143,0.009,24.557,24.701,23.651,24.125,25.093,25.326,21.51016143,21.09646143,20.97786143,20.90226143,21.56480542,21.04484043,20.84936263,20.82700314,21.2946585,0.10383524,0.049931932,0.0717651,0.16596283,0.18112697,21.38487142,20.95638543,20.87691763,20.68893014,20.9689325,0.039523445,0.02366944,0.055925842,0.10229727,0.05966183,0.002586896
190.6752963,32.0558516,22.22512738,20.69564804,0.013,0.003,22.17612738,20.69364804,0.041,0.008,0.6883,0.6765,0.000124418,0.000117818,-80.9,161,20.1957,2.11,0,0,20.79264804,0.005,24.557,24.91,23.651,24.314,25.093,25.468,21.25534804,20.80624804,20.68644804,20.66194804,21.26510927,20.79202504,20.78002746,19.96881185,20.5442852,0.04555725,0.055005457,0.048847288,0.13396068,0.07749124,21.13301827,20.63738804,20.59859446,20.29465685,20.4563212,0.019335493,0.025757236,0.022476846,0.050104935,0.05050799,0.00211358
190.164367,32.1311,24.53787363,22.47712084,0.151,0.011,25.51687363,22.45612084,1.272,0.035,0.7254,0.6451,0.000107242,0.000101734,83.15,70,21.9548,2.154,0,0,22.55712084,0.024,24.198,24.939,23.364,24.384,24.585,25.61,23.04472084,22.57562084,22.42032084,22.26092084,23.00851962,22.89343684,22.33741833,20.58824194,21.51810712,0.22667982,0.18738955,0.2304002,0.51021004,0.292946,23.08264662,22.60641884,22.27717533,21.46777194,21.89046912,0.08148842,0.08353405,0.15748005,0.29357326,0.14950308,0.091329288
190.2614194,32.077029,24.46017424,22.68951713,0.104,0.012,24.24717424,22.66651713,0.295,0.039,0.719,0.6576,0.000113988,0.000104974,-76.03,77,22.31,2.262,0,0,22.77451713,0.026,24.554,25.06,23.629,24.481,25.019,25.561,23.30861713,22.79071713,22.65821713,22.76431713,22.86984401,22.18905013,22.03091222,19.72293628,21.86496637,0.36845446,0.09413819,0.16021517,0.24081376,0.15785596,23.08103301,22.59831413,22.31430822,21.33513828,21.86522737,0.13915153,0.11133361,0.076027386,0.2971774,0.10775216,0.429682664
190.2984978,32.1082989,22.69759228,21.27466439,0.02,0.004,22.63959228,21.26166439,0.066,0.011,0.719,0.6576,0.000117747,0.00011607,65.44,129,20.7421,2.077,0,0,21.35866439,0.007,24.554,25.06,23.629,24.481,25.019,25.561,21.81226439,21.37256439,21.25366439,21.25156439,22.01884636,21.40876139,21.35282045,19.97434447,21.09541203,0.10526178,0.06003773,0.14637911,0.18786928,0.09303937,21.74648036,21.29076939,21.19196145,20.72105747,21.05222603,0.043943565,0.02549251,0.031043254,0.11984299,0.047100805,0.022066339
190.2533399,32.1112525,22.81988174,21.07082042,0.023,0.003,22.81188174,21.09282042,0.079,0.009,0.719,0.6707,0.000116298,0.000111401,-61.64,121,20.5911,2.061,0,0,21.16282042,0.006,24.554,25.161,23.629,24.52,25.019,25.566,21.62102042,21.17342042,21.08592042,21.02032042,21.70911591,21.21536742,20.95937955,20.64300181,20.95047827,0.06761088,0.040794488,0.049864616,0.2684022,0.13925262,21.62587691,21.11621542,20.87500355,20.66825781,20.80238827,0.034037795,0.028837014,0.023725584,0.056519598,0.07394544,0.64556683
190.2198656,32.1133752,24.35833765,22.75752713,0.103,0.014,24.24633765,22.70652713,0.32,0.041,0.719,0.662,0.000102766,9.71E-05,-23.45,61,22.2191,2.048,0,0,22.86252713,0.029,24.554,25.019,23.629,24.378,25.019,25.424,23.29202713,22.87482713,22.70082713,22.52602713,23.42301796,22.74121013,23.10605937,20.19800596,23.54098016,0.4564308,0.27673227,0.39415902,0.27419308,2.4080384,23.09916196,22.66293313,22.48383037,21.52411296,22.40842316,0.22781299,0.11689574,0.07595447,0.1731899,0.25941983,0.183970481
190.4280573,32.0871479,24.18541784,22.65057036,0.087,0.012,24.35341784,22.67257036,0.345,0.039,0.7053,0.6576,0.000101681,9.90E-05,49.02,62,22.1104,2.055,0,0,22.73557036,0.025,24.559,25.06,23.634,24.481,24.863,25.561,23.17217036,22.74897036,22.66397036,22.70007036,22.84395844,23.02183436,22.40724431,20.15188127,21.72096405,0.25695395,0.19501059,0.15949312,0.34625894,0.8153966,22.98252544,22.79714036,22.44253531,21.51357027,22.02025005,0.11543919,0.09914202,0.15277645,0.15364242,0.21308532,3.92E-05
190.3983321,32.0920083,23.87000156,22.50234597,0.069,0.01,23.71100156,22.44134597,0.199,0.031,0.7053,0.6576,0.00011042,0.000107424,-54.58,79,22.1283,2.319,0,0,22.59634597,0.022,24.559,25.06,23.634,24.481,24.863,25.561,23.12244597,22.61574597,22.39734597,22.34364597,23.24521108,22.44007597,22.27696886,21.1176418,22.46663303,0.3432905,0.16047807,0.18926679,0.3840496,0.5884116,22.97343508,22.40708497,22.46487586,21.6837258,22.18190203,0.10324804,0.07048865,0.13321504,0.30598423,0.30839598,1.54E-05
190.3343567,32.2140774,22.49054427,21.0129433,0.024,0.003,22.36054427,21.0139433,0.076,0.011,0.7392,0.671,0.000119216,0.000114682,69.08,128,20.5425,2.136,0,0,21.1069433,0.007,24.164,24.876,23.239,24.235,24.532,25.346,21.5817433,21.1190433,20.9971433,20.9238433,21.69617299,21.1226733,21.01383434,21.0791885,21.11547399,0.06459202,0.055017464,0.06276811,0.20931695,0.15287825,21.48432999,21.0904833,20.88160734,20.7427645,20.98352899,0.03448278,0.02698044,0.033868026,0.1024695,0.0923742,0.100603684
190.2722892,32.2129928,23.02795171,21.61370197,0.042,0.006,22.88795171,21.62270197,0.13,0.018,0.7392,0.671,0.000112342,0.000105609,84.7,91,21.1192,2.087,0,0,21.70870197,0.012,24.164,24.876,23.239,24.235,24.532,25.346,22.17970197,21.71970197,21.62300197,21.60620197,22.30799766,21.62464897,21.49016293,20.92453609,22.13252533,0.16679075,0.06573986,0.096855015,0.80203235,0.3748221,22.13241266,21.55846897,21.42028293,20.96907909,21.62178733,0.06601181,0.035384376,0.056176305,0.22418186,0.08520089,0.249214926
190.2698327,32.223751,21.5321389,20.00280287,0.011,0.001,21.5321389,20.00180287,0.038,0.004,0.7392,0.6474,0.00012427,0.000120669,-86.07,207,19.4159,2.04,0,0,20.08180287,0.003,24.164,25.051,23.239,24.497,24.532,25.655,20.51700287,20.09370287,19.99260287,19.96580287,20.41354151,20.08159287,19.95841483,19.94893151,20.0453501,0.03214455,0.023050375,0.02968478,0.09332307,0.05956949,20.39039151,20.00591287,19.87498083,19.82891651,19.8901911,0.021101683,0.010785172,0.012699964,0.033794165,0.022011643,0.002735992
190.5092007,32.0473649,23.8264077,22.45664298,0.086,0.014,23.9994077,22.39964298,0.322,0.042,0.6544,0.6563,0.000103746,9.48E-05,-60.62,59,21.8174,2.078,0,0,22.54864298,0.029,24.201,24.701,23.276,24.125,24.566,25.326,22.97014298,22.56424298,22.36854298,22.29194298,22.57140392,22.48330798,22.4600444,20.50793143,22.47635793,0.16504246,0.1341304,0.27403793,0.3911021,0.9162072,22.82198392,22.42209998,22.1761334,20.95331543,22.41871993,0.10286181,0.106770225,0.07351314,0.1317335,0.27197126,0.179279326
190.7052424,32.0521145,24.55386024,22.98050404,0.126,0.022,24.41786024,22.86050404,0.369,0.067,0.6819,0.6925,9.84E-05,9.50E-05,-8.7,52,22.6833,2.276,0,0,23.09650404,0.047,24.419,24.714,23.494,24.058,24.801,25.072,23.63580404,23.10410404,22.85040404,22.77260404,23.07778512,22.88756404,22.6487077,20.50810917,22.4043196,0.4691696,0.68279886,0.34358525,0.17016028,0.48167148,23.60120312,22.81962104,22.8575417,21.28988417,22.0750556,0.2896114,0.118601725,0.16598122,0.12312329,0.22783545,7.14E-06
190.8945282,32.0987724,23.08935678,21.71992787,0.032,0.006,23.14235678,21.66192787,0.112,0.018,0.7011,0.6765,0.000128819,0.000119681,4.98,129,21.3935,2.458,0,0,21.82592787,0.013,24.559,24.91,23.823,24.314,24.785,25.468,22.39702787,21.84592787,21.64902787,21.51962787,22.82717779,22.19754487,21.98084888,20.89464742,22.24899234,0.33316556,0.11513159,0.12809901,0.7993032,0.452691,22.24961779,21.84880087,21.78305688,21.04024142,22.03003834,0.06648264,0.05203036,0.06029159,0.30097622,0.18072316,0.000603064
190.7713327,32.2338044,22.7620003,21.36711858,0.028,0.004,22.7140003,21.37311858,0.093,0.012,0.7274,0.6234,0.000110917,0.000105083,-64.55,102,20.7158,1.907,0,0,21.43211858,0.009,24.395,24.989,23.581,24.459,24.722,25.651,21.82651858,21.44091858,21.37221858,21.30351858,21.92114745,21.59171458,21.31957445,21.19406002,21.23267528,0.11210952,0.10590724,0.066137314,0.3518433,0.118929096,21.81385145,21.40863358,21.31117245,21.14049402,21.25786028,0.043290786,0.039752994,0.043927476,0.12929961,0.05213833,0.004615474
190.8225594,32.2307474,24.63851278,22.69293388,0.152,0.014,24.38951278,22.67493388,0.42,0.041,0.7274,0.6234,0.000101556,9.50E-05,4.65,61,22.0858,2.008,0,0,22.76293388,0.029,24.395,24.989,23.581,24.459,24.722,25.651,23.17803388,22.77413388,22.64833388,22.51913388,23.95311796,23.08729388,22.80175827,,22.14304292,1.4233264,0.21699971,0.32614222,-0.5485398,0.3557523,23.25414496,22.70013288,22.19941127,22.25628522,21.87831592,0.17016928,0.10848607,0.074686125,0.57468086,0.12290864,1.15E-05
190.8083908,32.0583714,22.76815631,20.67620268,0.022,0.003,22.70615631,20.67520268,0.068,0.008,0.6883,0.6765,0.000123825,0.000120982,-89.42,164,20.1868,2.134,0,0,20.77320268,0.006,24.557,24.91,23.651,24.314,25.093,25.468,21.25030268,20.78660268,20.66760268,20.62960268,21.48310101,20.82237268,20.52085871,20.43451454,20.78877177,0.053866014,0.04136008,0.047747154,0.105782874,0.1020529,21.30328101,20.68967268,20.41721471,20.25025954,20.45093177,0.029259618,0.017567268,0.021590114,0.06679815,0.0393209,0.030044245
190.7833805,32.1470263,23.14102997,21.35913458,0.032,0.004,23.13702997,21.30913458,0.111,0.012,0.7203,0.6234,0.000132135,0.000125772,-40.23,161,20.7279,2.115,0,3,21.43713458,0.009,24.556,24.989,23.631,24.459,24.897,25.651,21.88423458,21.45363458,21.28963458,21.17773458,21.65626056,20.91892858,20.21958853,19.55943153,20.81841812,0.06339593,0.05391113,0.048879076,0.09372716,0.12151179,21.73840456,21.35311858,20.98573253,20.75824953,20.97078112,0.03862109,0.04083977,0.052465383,0.08560116,0.07262257,0.046056654
190.7922619,32.1669533,21.67497943,20.17864638,0.009,0.002,21.64997943,20.17864638,0.028,0.004,0.7203,0.6234,0.000118436,0.0001155,-31.83,180,19.5005,1.918,0,0,20.24664638,0.003,24.556,24.989,23.631,24.459,24.897,25.651,20.63624638,20.25644638,20.16714638,20.15934638,20.77873238,20.34450838,20.25882509,20.30136109,20.21315201,0.028775278,0.028365072,0.030929226,0.11603705,0.03321233,20.60545738,20.18189338,20.07634509,20.00535309,19.96653001,0.021153856,0.012078354,0.011528385,0.06830837,0.022849178,0.00449468
